timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1533801071467,5384,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-29,text,true,,443,1074,66,198,5384,0,236
1533801067296,9604,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-19,text,true,,443,20881,66,198,9604,0,261
1533801065363,11541,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-40,text,true,,401966,20881,66,198,10780,0,236
1533801073147,3805,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-38,text,true,,401966,20881,66,198,3444,0,202
1533801063159,13975,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-4,text,true,,401966,20881,66,198,13684,0,273
1533801072320,5052,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-63,text,true,,401966,20881,66,198,4772,0,216
1533801076758,627,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-31,text,true,,148671,1021,66,198,502,0,215
1533801070561,6908,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-35,text,true,,443,1074,66,198,6908,0,231
1533801069562,7909,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-60,text,true,,443,1074,66,198,7909,0,0
1533801075658,1817,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-47,text,true,,443,1074,66,198,1817,0,245
1533801068585,8918,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-26,text,true,,148671,1021,66,198,8376,0,229
1533801076093,1586,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-22,text,true,,148671,1021,66,198,1431,0,227
1533801076819,868,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-43,text,true,,148671,1021,66,198,708,0,228
1533801075003,2725,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-62,text,true,,443,20881,66,198,2725,0,233
1533801076556,1228,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-33,text,true,,148671,1021,66,198,1143,0,220
1533801077152,644,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-46,text,true,,148671,1021,66,198,486,0,251
1533801077001,852,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-8,text,true,,148670,1021,66,198,618,0,235
1533801076990,889,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-66,text,true,,148671,1021,66,198,735,0,249
1533801076432,1541,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-16,text,true,,148671,1021,66,198,1220,0,208
1533801068522,9729,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-1,text,true,,148670,1021,66,198,9233,0,205
1533801073469,4785,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-53,text,true,,443,1074,66,198,4785,0,224
1533801068755,9506,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-41,text,true,,443,1074,66,198,9506,0,236
1533801068348,9956,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-48,text,true,,443,1074,66,198,9956,0,0
1533801070610,7765,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-13,text,true,,443,1074,66,198,7765,0,249
1533801077848,590,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-6,text,true,,148670,1021,66,198,420,0,209
1533801077523,919,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-23,text,true,,148671,1021,66,198,772,0,210
1533801074295,4262,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-61,text,true,,401966,20881,66,198,3437,0,271
1533801063171,15493,Pwc_AllEWB_T09_GetEwbDetails,200,OK,PwCAllEWB 3-39,text,true,,401966,20881,66,198,15198,0,254
1533801077670,1051,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-27,text,true,,482,1074,66,198,1051,0,230
1533801077102,1651,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-11,text,true,,482,1074,66,198,1651,0,220
1533801076631,2135,Pwc_AllEWB_T08_GetAssignRole,200,OK,PwCAllEWB 3-10,text,true,,443,1074,66,198,2135,0,220
1533801077307,1474,Pwc_AllEWB_T07_AllEWB/Index,200,OK,PwCAllEWB 3-14,text,true,,148671,1021,66,198,1115,0,224
